City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions,Date
260,Lata,PT,40.1629,-8.3327,59.0,62,19,2.35,few clouds,2021-01-17 16:29:35
261,Ghanzi,BW,-21.5667,21.7833,87.3,35,99,6.98,overcast clouds,2021-01-17 16:29:35
262,Luhyny,UA,51.082,28.4006,8.35,94,100,6.51,light snow,2021-01-17 16:29:35
263,Ponta Pora,BR,-22.5361,-55.7256,73.4,94,90,6.91,moderate rain,2021-01-17 16:29:35
264,Imbituba,BR,-28.24,-48.6703,89.6,62,20,10.36,few clouds,2021-01-17 16:29:04
265,Gayeri,BF,12.6497,0.4931,92.98,10,99,12.33,overcast clouds,2021-01-17 16:29:35
266,Tommot,RU,58.9564,126.2925,-47.45,73,40,1.32,scattered clouds,2021-01-17 16:29:36
267,Sungaipenuh,ID,-2.0833,101.3833,65.8,94,100,2.06,heavy intensity rain,2021-01-17 16:29:36
268,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,87,40,25.32,scattered clouds,2021-01-17 16:29:36
269,Saint-Philippe,RE,-21.3585,55.7679,84.2,74,90,12.66,overcast clouds,2021-01-17 16:29:36
270,Ullapool,GB,57.8987,-5.1604,43.0,22,99,10.0,moderate rain,2021-01-17 16:29:36
271,Boulder,US,40.0833,-105.3505,35.6,55,1,6.76,clear sky,2021-01-17 16:29:36
272,San Esteban,HN,15.2,-85.75,73.4,94,40,1.92,scattered clouds,2021-01-17 16:29:36
273,Padang,ID,-0.9492,100.3543,77.0,88,75,4.61,moderate rain,2021-01-17 16:29:36
274,Christchurch,NZ,-43.5333,172.6333,55.99,82,20,9.22,few clouds,2021-01-17 16:29:18
275,Araguari,BR,-18.6472,-48.1872,75.2,69,75,10.36,broken clouds,2021-01-17 16:29:00
276,Yar-Sale,RU,66.8333,70.8333,-12.6,89,100,15.59,light snow,2021-01-17 16:29:36
277,Kandrian,PG,-6.2167,149.55,78.4,85,52,4.76,broken clouds,2021-01-17 16:29:36
278,Gizo,SB,-8.103,156.8419,83.48,75,40,10.13,scattered clouds,2021-01-17 16:29:37
279,Peace River,CA,56.2501,-117.286,30.2,100,90,14.97,light snow,2021-01-17 16:29:37
280,Faya,SA,18.3851,42.4509,60.8,72,0,6.91,clear sky,2021-01-17 16:29:37
281,Beringovskiy,RU,63.05,179.3167,-9.11,88,96,8.84,overcast clouds,2021-01-17 16:29:37
282,Port Hardy,CA,50.6996,-127.4199,44.6,93,75,4.61,light rain,2021-01-17 16:27:39
283,Talara,PE,-4.5772,-81.2719,87.8,48,0,12.66,clear sky,2021-01-17 16:29:37
284,Camacha,PT,33.0833,-16.3333,59.0,67,75,8.05,broken clouds,2021-01-17 16:29:37
285,Washougal,US,45.5826,-122.3534,45.0,100,90,1.28,mist,2021-01-17 16:27:19
286,Baherden,TM,38.4362,57.4316,48.15,55,100,0.81,overcast clouds,2021-01-17 16:29:37
287,Puerto Carreno,CO,6.189,-67.4859,89.42,50,4,15.26,clear sky,2021-01-17 16:28:20
288,Bafq,IR,31.6128,55.4107,60.17,37,28,13.62,scattered clouds,2021-01-17 16:29:37
289,Arlit,NE,18.7369,7.3853,83.28,14,100,15.55,overcast clouds,2021-01-17 16:29:37
290,Hasaki,JP,35.7333,140.8333,35.6,87,40,8.05,light rain,2021-01-17 16:29:38
291,Mount Gambier,AU,-37.8333,140.7667,57.2,88,90,9.22,overcast clouds,2021-01-17 16:29:38
292,Akonolinga,CM,3.7667,12.25,89.8,31,91,1.05,overcast clouds,2021-01-17 16:29:38
293,Areka,ET,7.0667,37.7,71.85,38,100,1.25,overcast clouds,2021-01-17 16:29:38
294,Dingle,PH,10.9995,122.6711,76.12,90,100,7.47,overcast clouds,2021-01-17 16:29:38
295,Slave Lake,CA,55.2834,-114.769,26.6,93,90,6.82,overcast clouds,2021-01-17 16:26:58
296,Solnechnyy,RU,50.7214,136.6319,-11.42,88,100,0.92,overcast clouds,2021-01-17 16:29:38
297,Haines Junction,CA,60.7522,-137.5108,17.6,86,70,3.44,broken clouds,2021-01-17 16:29:38
298,Tsabong,BW,-26.0217,22.401,89.92,12,16,11.41,few clouds,2021-01-17 16:29:38
299,Bintulu,MY,3.1667,113.0333,77.0,94,40,2.3,scattered clouds,2021-01-17 16:29:38
300,Dwarka,IN,22.2394,68.9678,70.5,54,0,11.61,clear sky,2021-01-17 16:29:39
301,Congomah,MU,-20.1489,57.5908,81.0,83,40,12.66,scattered clouds,2021-01-17 16:29:39
302,Makakilo City,US,21.3469,-158.0858,69.8,88,1,3.44,clear sky,2021-01-17 16:29:39
303,Cartagena Del Chaira,CO,1.3349,-74.8429,88.68,45,58,7.14,broken clouds,2021-01-17 16:29:39
304,Sobolevo,RU,54.4299,31.8996,-6.2,91,0,5.37,clear sky,2021-01-17 16:29:39
305,Monroe,US,43.1501,-77.6831,37.99,82,100,7.0,overcast clouds,2021-01-17 16:29:39
306,Keetmanshoop,NA,-26.5833,18.1333,91.4,17,48,6.91,scattered clouds,2021-01-17 16:29:39
307,Grand Gaube,MU,-20.0064,57.6608,81.0,79,93,11.01,overcast clouds,2021-01-17 16:29:39
308,Saint-Pierre,RE,-21.3393,55.4781,84.2,74,90,12.66,overcast clouds,2021-01-17 16:29:39
309,Ancud,CL,-41.8697,-73.8203,66.2,63,75,8.05,broken clouds,2021-01-17 16:29:39
310,Linhares,BR,-19.3911,-40.0722,89.31,42,70,7.56,broken clouds,2021-01-17 16:25:45
311,Anjiang,CN,27.3194,110.1031,40.12,70,16,2.21,few clouds,2021-01-17 16:29:39
312,Torres,BR,-29.3353,-49.7269,82.76,74,61,6.2,light rain,2021-01-17 16:29:40
313,Doha,QA,25.2867,51.5333,69.8,73,0,4.61,clear sky,2021-01-17 16:29:40
314,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,93,90,25.32,snow,2021-01-17 16:29:40
315,Flin Flon,CA,54.7682,-101.865,-7.6,77,75,2.3,broken clouds,2021-01-17 16:29:40
316,Labuhan,ID,-6.8844,112.2051,78.66,86,97,11.32,moderate rain,2021-01-17 16:29:40
317,Fukue,JP,32.6881,128.8419,41.56,67,99,15.26,overcast clouds,2021-01-17 16:29:40
318,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,48,0,17.27,clear sky,2021-01-17 16:29:40
319,Cabras,IT,39.93,8.5314,56.57,77,96,27.92,overcast clouds,2021-01-17 16:29:40
320,Alta Floresta,BR,-9.8756,-56.0861,78.8,89,90,2.3,light rain,2021-01-17 16:29:40
321,Dakar,SN,14.6937,-17.4441,75.2,43,0,13.8,clear sky,2021-01-17 16:26:41
322,Jacareacanga,BR,-6.2222,-57.7528,87.87,62,99,3.8,light rain,2021-01-17 16:29:40
323,Drayton Valley,CA,53.2168,-114.9854,30.0,83,100,1.01,snow,2021-01-17 16:29:40
324,Zhicheng,CN,30.2956,111.5047,37.99,69,12,3.09,few clouds,2021-01-17 16:29:41
325,Harlingen,US,26.1906,-97.6961,69.8,60,90,9.22,overcast clouds,2021-01-17 16:29:41
326,Mildura,AU,-34.2,142.15,62.6,48,0,10.36,clear sky,2021-01-17 16:29:41
327,Camacupa,AO,-12.0167,17.4833,73.24,77,76,4.23,light rain,2021-01-17 16:29:41
328,Shetpe,KZ,44.1667,52.1167,37.62,78,0,11.45,clear sky,2021-01-17 16:29:41
329,Hukuntsi,BW,-24.0,21.75,89.29,18,94,14.16,overcast clouds,2021-01-17 16:29:41
330,Pucallpa,PE,-8.3791,-74.5539,82.4,74,75,11.5,broken clouds,2021-01-17 16:29:41
331,Sabha,LY,27.0377,14.4283,56.28,37,0,7.11,clear sky,2021-01-17 16:29:41
332,Am Timan,TD,11.0297,20.2827,90.59,12,0,5.17,clear sky,2021-01-17 16:29:41
333,Priiskovyy,RU,51.9333,116.6333,-26.52,79,38,1.97,scattered clouds,2021-01-17 16:29:41
334,Danbury,US,41.3948,-73.454,39.0,52,75,12.66,broken clouds,2021-01-17 16:29:41
335,Strezhevoy,RU,60.7333,77.5889,8.6,78,90,11.18,overcast clouds,2021-01-17 16:29:42
336,Kismayo,SO,-0.3582,42.5454,78.03,81,93,13.69,overcast clouds,2021-01-17 16:29:25
337,Moron,AR,-34.6534,-58.6198,81.0,37,6,8.99,clear sky,2021-01-17 16:29:42
338,Zyryanovsk,KZ,49.7386,84.2719,2.34,77,95,1.07,overcast clouds,2021-01-17 16:29:42
339,Fomboni,KM,-12.28,43.7425,83.39,71,3,5.37,clear sky,2021-01-17 16:29:42
340,Buchanan,LR,5.8808,-10.0467,91.4,52,40,3.44,light rain,2021-01-17 16:29:42
341,Lavrentiya,RU,65.5833,-171.0,-9.13,83,94,9.95,overcast clouds,2021-01-17 16:29:42
342,Gimbi,ET,9.1667,35.8333,65.28,38,55,1.86,broken clouds,2021-01-17 16:29:42
343,Fayaoue,NC,-20.65,166.5333,81.09,82,100,6.4,overcast clouds,2021-01-17 16:29:42
344,Uglich,RU,57.5275,38.3317,-9.29,89,44,2.95,scattered clouds,2021-01-17 16:29:42
345,Nauta,PE,-4.5061,-73.5757,90.16,52,31,6.02,scattered clouds,2021-01-17 16:29:42
346,Cabedelo,BR,-6.9811,-34.8339,87.8,55,40,17.27,scattered clouds,2021-01-17 16:29:43
347,Shchigry,RU,51.8755,36.9043,-5.8,77,0,2.24,clear sky,2021-01-17 16:29:43
348,Phan Thiet,VN,10.9333,108.1,70.65,73,75,10.38,broken clouds,2021-01-17 16:29:43
349,Launceston,AU,-41.45,147.1667,55.0,87,90,16.11,overcast clouds,2021-01-17 16:29:43
350,Andenes,NO,69.3143,16.1194,30.2,100,75,8.05,broken clouds,2021-01-17 16:29:43
351,Mayya,RU,61.7333,130.2811,-50.8,58,90,4.29,fog,2021-01-17 16:29:43
352,Pisco,PE,-13.7,-76.2167,73.4,68,0,8.05,clear sky,2021-01-17 16:29:43
353,Komsomolets,KZ,53.7453,62.0708,5.25,90,2,11.21,clear sky,2021-01-17 16:29:43
354,Namatanai,PG,-3.6667,152.4333,79.92,78,55,9.98,broken clouds,2021-01-17 16:29:43
355,La Palma,US,33.8464,-118.0467,57.2,71,1,3.71,clear sky,2021-01-17 16:29:43
356,Riviere-Au-Renard,CA,48.9957,-64.3971,32.0,93,90,16.11,snow,2021-01-17 16:29:43
357,Correntina,BR,-13.3433,-44.6367,81.54,68,99,5.66,overcast clouds,2021-01-17 16:29:44
358,Kabwe,ZM,-14.4469,28.4464,72.99,90,98,2.93,moderate rain,2021-01-17 16:29:44
359,Staunton,US,38.1496,-79.0717,41.0,60,90,12.66,overcast clouds,2021-01-17 16:29:44
360,Bengkulu,ID,-3.8004,102.2655,77.31,83,94,5.21,overcast clouds,2021-01-17 16:29:44
361,Turayf,SA,31.6725,38.6637,51.8,62,75,11.5,broken clouds,2021-01-17 16:29:44
362,Bubaque,GW,11.2833,-15.8333,77.56,44,95,7.45,overcast clouds,2021-01-17 16:29:44
363,Monrovia,LR,6.3005,-10.7969,91.4,52,40,3.44,scattered clouds,2021-01-17 16:28:34
364,Aykhal,RU,66.0,111.5,-35.43,80,100,4.36,overcast clouds,2021-01-17 16:29:44
365,Kirakira,SB,-10.4544,161.9205,80.58,82,46,7.4,scattered clouds,2021-01-17 16:29:44
366,Mana,GF,5.6592,-53.7767,82.22,72,67,11.52,broken clouds,2021-01-17 16:29:44
367,Havelock,US,34.8791,-76.9013,46.99,49,1,8.05,clear sky,2021-01-17 16:29:44
368,Emerald,AU,-23.5333,148.1667,77.0,78,40,5.75,scattered clouds,2021-01-17 16:29:45
369,Mecca,SA,21.4267,39.8261,74.25,43,0,13.35,clear sky,2021-01-17 16:27:01
370,Kutum,SD,14.2,24.6667,73.15,17,28,10.38,scattered clouds,2021-01-17 16:29:45
371,Westerland,DE,54.9079,8.3033,32.0,86,90,12.66,overcast clouds,2021-01-17 16:29:45
372,Luganville,VU,-15.5333,167.1667,80.15,81,91,5.61,overcast clouds,2021-01-17 16:29:45
373,Izberbash,RU,42.5696,47.8645,41.0,93,90,5.37,overcast clouds,2021-01-17 16:29:45
374,Baracoa,CU,20.3467,-74.4958,80.71,62,100,5.64,overcast clouds,2021-01-17 16:29:45
375,Aguada,PR,18.3794,-67.1882,84.99,65,1,13.8,clear sky,2021-01-17 16:29:45
376,Batticaloa,LK,7.7102,81.6924,78.8,81,96,6.71,overcast clouds,2021-01-17 16:29:45
377,Berlevag,NO,70.8578,29.0864,37.4,93,40,20.71,snow,2021-01-17 16:29:45
378,Beloha,MG,-25.1667,45.05,81.48,70,20,5.35,light rain,2021-01-17 16:29:45
379,Wewak,PG,-3.5534,143.6268,81.18,82,99,8.59,overcast clouds,2021-01-17 16:29:45
380,Puerto Madryn,AR,-42.7692,-65.0385,73.33,39,0,2.71,clear sky,2021-01-17 16:29:45
381,Geraldton,AU,-28.7667,114.6,86.0,45,98,5.75,light rain,2021-01-17 16:29:46
382,Ucluelet,CA,48.9329,-125.5528,48.0,100,40,6.91,scattered clouds,2021-01-17 16:29:46
383,Kudahuvadhoo,MV,2.6708,72.8944,82.08,72,36,5.64,scattered clouds,2021-01-17 16:29:46
384,Hofn,IS,64.2539,-15.2082,39.2,60,75,18.41,light rain,2021-01-17 16:29:46
385,Molochnoye,RU,59.2917,39.6787,-5.57,91,26,4.83,scattered clouds,2021-01-17 16:29:46
386,Ballina,AU,-28.8667,153.5667,69.8,88,75,5.48,broken clouds,2021-01-17 16:29:46
387,Morehead,US,37.2711,-87.1764,39.2,60,90,9.22,overcast clouds,2021-01-17 16:29:46
388,Songea,TZ,-10.6833,35.65,84.2,54,40,4.61,light rain,2021-01-17 16:29:46
389,Ardmore,US,34.1743,-97.1436,46.99,46,90,3.44,overcast clouds,2021-01-17 16:29:46
390,Hobyo,SO,5.3505,48.5268,77.09,74,0,15.14,clear sky,2021-01-17 16:29:46
391,Tombouctou,ML,20.0,-3.0,77.76,15,28,16.67,scattered clouds,2021-01-17 16:29:46
392,Ngunguru,NZ,-35.6167,174.5,60.01,94,4,3.0,clear sky,2021-01-17 16:29:46
393,Oak Ridge,US,36.0104,-84.2696,42.01,65,90,5.75,overcast clouds,2021-01-17 16:26:57
394,Batemans Bay,AU,-35.7167,150.1833,55.99,89,6,4.68,clear sky,2021-01-17 16:29:47
395,Anito,PH,12.4497,125.2886,78.31,86,100,9.55,overcast clouds,2021-01-17 16:29:47
396,Morondava,MG,-20.2833,44.2833,85.24,74,47,9.84,scattered clouds,2021-01-17 16:29:47
397,Poronaysk,RU,49.2167,143.1167,-13.22,84,47,4.18,scattered clouds,2021-01-17 16:29:47
398,Nan,TH,18.8333,100.6667,64.08,70,52,3.27,broken clouds,2021-01-17 16:29:47
399,Portland,US,45.5234,-122.6762,46.0,93,90,1.34,light intensity drizzle,2021-01-17 16:27:44
400,Birao,CF,10.2849,22.7882,87.55,13,5,4.0,clear sky,2021-01-17 16:29:47
401,Reconquista,AR,-29.15,-59.65,77.54,41,89,16.26,overcast clouds,2021-01-17 16:29:47
402,Kingaroy,AU,-26.5333,151.8333,68.0,100,90,1.72,overcast clouds,2021-01-17 16:29:47
403,Vao,NC,-22.6667,167.4833,76.78,85,100,11.68,overcast clouds,2021-01-17 16:29:47
404,Olafsvik,IS,64.8945,-23.7142,33.08,93,100,18.66,overcast clouds,2021-01-17 16:29:48
405,Salamiyah,SY,35.0113,37.0532,46.51,87,100,24.16,overcast clouds,2021-01-17 16:29:48
406,Sangar,RU,63.9242,127.4739,-38.45,81,100,1.5,overcast clouds,2021-01-17 16:29:48
407,Yinchuan,CN,38.4681,106.2731,23.81,58,0,2.04,clear sky,2021-01-17 16:27:14
408,Diebougou,BF,10.9667,-3.25,95.86,8,100,7.29,overcast clouds,2021-01-17 16:29:48
409,Novoorsk,RU,51.381,58.9813,6.8,78,0,11.18,clear sky,2021-01-17 16:29:48
410,Richards Bay,ZA,-28.783,32.0377,76.98,69,62,10.33,broken clouds,2021-01-17 16:29:48
411,Krasnogvardeyets,RU,52.6804,52.3635,-6.79,90,5,4.72,clear sky,2021-01-17 16:29:48
412,Gongzhuling,CN,43.5008,124.8198,-1.98,89,36,8.95,scattered clouds,2021-01-17 16:29:48
413,Baturaja,ID,-4.1333,104.1667,74.23,95,100,2.13,light rain,2021-01-17 16:29:48
414,Nenjiang,CN,49.1833,125.2167,-24.29,83,51,5.12,broken clouds,2021-01-17 16:29:48
415,Atar,MR,20.5169,-13.0499,78.8,22,100,16.11,sand,2021-01-17 16:29:48
416,Takoradi,GH,4.8845,-1.7554,83.21,69,5,9.55,light rain,2021-01-17 16:29:48
417,Piracanjuba,BR,-17.3028,-49.0167,75.97,79,100,6.69,light rain,2021-01-17 16:29:49
418,Yulara,AU,-25.2406,130.9889,73.4,21,0,17.27,clear sky,2021-01-17 16:29:49
419,Santiago Del Estero,AR,-27.7951,-64.2615,82.99,47,13,4.0,few clouds,2021-01-17 16:29:49
420,Abha,SA,18.2164,42.5053,60.8,72,0,6.91,clear sky,2021-01-17 16:27:47
421,Agua Dulce,MX,18.1333,-94.1333,73.4,64,75,9.22,broken clouds,2021-01-17 16:29:49
422,Chabahar,IR,25.2919,60.643,70.9,75,0,10.96,clear sky,2021-01-17 16:29:49
423,Latung,PH,5.5,120.8833,77.72,87,100,20.76,heavy intensity rain,2021-01-17 16:29:49
424,Tyret Pervaya,RU,53.6703,102.3106,0.81,93,100,11.07,light snow,2021-01-17 16:29:49
425,Saskylakh,RU,71.9167,114.0833,-29.06,84,64,6.02,broken clouds,2021-01-17 16:29:49
426,Pajapan,MX,18.25,-94.7,73.4,64,75,9.22,broken clouds,2021-01-17 16:29:49
427,Rabo De Peixe,PT,37.8,-25.5833,63.0,88,40,16.11,scattered clouds,2021-01-17 16:29:49
428,Cururupu,BR,-1.8283,-44.8683,91.15,49,48,6.55,scattered clouds,2021-01-17 16:29:49
429,Cocorit,MX,27.5833,-109.9667,68.74,25,0,2.17,clear sky,2021-01-17 16:29:50
430,Longyearbyen,SJ,78.2186,15.6401,23.0,74,75,32.21,snow,2021-01-17 16:29:50
431,Novoagansk,RU,61.9449,76.6625,-3.1,91,100,12.41,overcast clouds,2021-01-17 16:29:50
432,Lumeje,AO,-11.55,20.7833,76.01,76,65,4.81,light rain,2021-01-17 16:29:50
433,Mahibadhoo,MV,3.7833,72.9667,82.4,72,0,7.94,clear sky,2021-01-17 16:29:50
434,Ambanja,MG,-13.6833,48.45,79.18,87,70,2.06,moderate rain,2021-01-17 16:29:50
435,Kingsport,US,36.5484,-82.5618,37.0,69,90,9.22,overcast clouds,2021-01-17 16:26:03
436,Grants,US,35.1473,-107.8514,24.8,54,1,8.05,clear sky,2021-01-17 16:27:36
437,Zambezi,ZM,-13.5432,23.1047,77.38,72,100,3.02,overcast clouds,2021-01-17 16:29:50
438,Kulhudhuffushi,MV,6.6221,73.07,81.82,79,6,10.07,clear sky,2021-01-17 16:29:50
439,Golden,US,39.7555,-105.2211,35.01,47,75,5.75,broken clouds,2021-01-17 16:29:50
440,Jalu,LY,29.0331,21.5482,57.25,55,3,10.83,clear sky,2021-01-17 16:29:51
441,Kaduy,RU,59.2,37.15,1.4,85,90,6.71,light snow,2021-01-17 16:29:51
442,Hailar,CN,49.2,119.7,-22.9,85,59,6.73,broken clouds,2021-01-17 16:29:51
443,Jamsa,FI,61.8642,25.19,23.0,100,90,3.44,overcast clouds,2021-01-17 16:29:51
444,Gwanda,ZW,-20.9333,29.0,78.06,71,98,8.37,moderate rain,2021-01-17 16:29:51
445,Jibuti,DJ,11.5,42.5,77.0,73,1,3.44,clear sky,2021-01-17 16:29:51
446,Gurupi,BR,-11.7292,-49.0686,85.86,63,100,3.65,light rain,2021-01-17 16:27:42
447,Placer,US,39.0666,-120.7677,52.0,43,0,3.0,clear sky,2021-01-17 16:29:51
448,Abbeville,FR,50.1,1.8333,42.01,84,81,7.4,broken clouds,2021-01-17 16:29:51
449,Xinqing,CN,48.2333,129.5,-12.26,89,100,0.74,overcast clouds,2021-01-17 16:29:51
450,Aklavik,CA,68.2191,-135.0107,-16.6,76,75,3.44,broken clouds,2021-01-17 16:29:51
451,Leningradskiy,RU,69.3833,178.4167,-22.76,85,68,4.76,broken clouds,2021-01-17 16:29:51
452,Ahipara,NZ,-35.1667,173.1667,64.35,86,3,9.1,clear sky,2021-01-17 16:29:52
453,Kadaya,RU,50.9327,119.2911,-26.79,81,50,4.92,scattered clouds,2021-01-17 16:29:52
454,Mehamn,NO,71.0357,27.8492,37.4,81,75,13.8,broken clouds,2021-01-17 16:29:52
455,Winton,US,37.3894,-120.6133,46.0,100,1,4.12,fog,2021-01-17 16:29:52
456,Avinurme,EE,58.9822,26.8642,12.99,89,96,8.01,overcast clouds,2021-01-17 16:29:52
457,Bara,NG,10.3744,10.7288,93.6,11,32,5.93,scattered clouds,2021-01-17 16:29:52
458,Tual,ID,-5.6667,132.75,82.72,80,100,18.63,overcast clouds,2021-01-17 16:29:52
459,Seoul,KR,37.5683,126.9778,23.0,93,75,3.44,broken clouds,2021-01-17 16:29:52
460,Sale,MA,34.0389,-6.8166,59.0,77,75,3.44,broken clouds,2021-01-17 16:29:52
461,Camabatela,AO,-8.1881,15.375,75.11,64,24,5.12,few clouds,2021-01-17 16:29:52
462,Namtsy,RU,62.7161,129.6658,-50.8,58,90,2.84,fog,2021-01-17 16:29:52
463,Airai,TL,-8.9266,125.4092,61.77,100,100,0.92,heavy intensity rain,2021-01-17 16:29:53
464,Taitung,TW,22.7583,121.1444,59.09,74,100,13.98,overcast clouds,2021-01-17 16:29:53
465,Mancora,PE,-4.1078,-81.0475,87.8,48,0,12.66,clear sky,2021-01-17 16:29:53
466,Necochea,AR,-38.5473,-58.7368,62.01,89,83,26.73,broken clouds,2021-01-17 16:29:53
467,Huarmey,PE,-10.0681,-78.1522,75.9,67,35,11.77,scattered clouds,2021-01-17 16:29:53
468,Karratha,AU,-20.7377,116.8463,92.35,41,90,7.67,overcast clouds,2021-01-17 16:29:53
469,Shache,CN,38.4167,77.2406,23.11,78,22,4.94,few clouds,2021-01-17 16:29:53
470,San Policarpo,PH,12.1791,125.5072,79.68,84,100,11.92,overcast clouds,2021-01-17 16:29:53
471,Vung Tau,VN,10.346,107.0843,75.07,74,89,5.5,overcast clouds,2021-01-17 16:29:53
472,Sinjai,ID,-5.1241,120.253,75.79,79,100,4.68,overcast clouds,2021-01-17 16:29:53
473,Porto Nacional,BR,-10.7081,-48.4172,86.0,70,40,9.22,scattered clouds,2021-01-17 16:29:53
474,Krasnoselkup,RU,65.7,82.4667,-5.22,90,100,19.93,overcast clouds,2021-01-17 16:29:53
475,Matamoros,MX,25.5333,-103.25,55.4,22,1,4.38,clear sky,2021-01-17 16:29:54
476,Geilo,NO,60.5333,8.2076,6.01,79,42,6.53,scattered clouds,2021-01-17 16:29:54
477,Skibbereen,IE,51.55,-9.2667,42.8,87,75,8.05,broken clouds,2021-01-17 16:29:54
478,Teyateyaneng,LS,-29.1472,27.7489,76.55,30,0,7.85,clear sky,2021-01-17 16:29:54
479,Angoche,MZ,-16.2325,39.9086,83.12,80,86,15.64,light rain,2021-01-17 16:29:54
480,Groton,US,41.3501,-72.0784,42.01,60,75,24.16,broken clouds,2021-01-17 16:29:54
481,Kibala,TD,9.1104,18.3463,95.0,15,0,6.91,clear sky,2021-01-17 16:29:54
482,Caceres,ES,39.522,-6.3748,59.0,46,12,1.99,few clouds,2021-01-17 16:29:54
483,High Level,CA,58.5169,-117.136,6.8,92,90,2.3,fog,2021-01-17 16:29:54
484,Duobao,CN,30.67,112.6895,37.99,69,0,7.45,clear sky,2021-01-17 16:29:54
485,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,56,75,4.61,broken clouds,2021-01-17 16:29:54
486,Ellensburg,US,46.9965,-120.5479,44.6,70,75,14.97,broken clouds,2021-01-17 16:29:54
487,Madimba,TZ,-10.4,40.3333,84.2,74,20,13.8,few clouds,2021-01-17 16:29:55
488,Sulphur,US,30.2366,-93.3774,59.0,36,1,5.75,clear sky,2021-01-17 16:29:55
489,Komsomolskiy,UZ,40.4272,71.7189,37.4,65,87,2.3,mist,2021-01-17 16:29:55
490,Carutapera,BR,-1.195,-46.02,88.5,55,28,8.61,scattered clouds,2021-01-17 16:29:55
491,Rocha,UY,-34.4833,-54.3333,75.18,52,72,16.84,broken clouds,2021-01-17 16:25:06
492,Pandan,PH,14.0453,124.1694,78.6,84,89,12.41,overcast clouds,2021-01-17 16:29:55
493,Capaci,IT,38.1711,13.2393,57.2,82,75,28.77,broken clouds,2021-01-17 16:29:55
494,Tselinnoye,RU,53.0833,85.6667,11.62,95,96,7.74,overcast clouds,2021-01-17 16:29:55
495,Jambi,ID,-1.6,103.6167,75.33,95,100,5.17,moderate rain,2021-01-17 16:29:55
496,Miles City,US,46.4083,-105.8406,23.0,74,90,4.61,overcast clouds,2021-01-17 16:29:48
497,Vila Do Maio,CV,15.1333,-23.2167,78.8,53,12,18.41,few clouds,2021-01-17 16:29:55
498,Cayenne,GF,4.9333,-52.3333,84.2,84,75,14.97,broken clouds,2021-01-17 16:25:18
499,Ishigaki,JP,24.3448,124.1572,59.65,76,92,27.0,overcast clouds,2021-01-17 16:29:56
500,Batagay-Alyta,RU,67.8006,130.4114,-33.05,82,100,1.48,overcast clouds,2021-01-17 16:29:56
501,Banda Aceh,ID,5.5577,95.3222,78.75,85,37,10.85,heavy intensity rain,2021-01-17 16:29:56
502,Aviles,ES,43.5547,-5.9248,57.99,76,75,4.61,broken clouds,2021-01-17 16:29:56
503,Tomatlan,MX,19.9333,-105.25,80.67,34,20,2.3,few clouds,2021-01-17 16:29:56
504,Las Palmas,ES,28.4204,-14.0131,66.2,63,0,5.75,clear sky,2021-01-17 16:29:56
505,Qurayyat,SA,31.3318,37.3428,57.2,35,40,6.91,scattered clouds,2021-01-17 16:29:56
506,Hopelchen,MX,19.7667,-89.85,68.0,68,75,11.5,broken clouds,2021-01-17 16:29:56
507,Le Port,RE,-20.9373,55.2919,80.6,74,0,17.27,clear sky,2021-01-17 16:29:56
508,Cidreira,BR,-30.1811,-50.2056,82.58,76,98,8.14,overcast clouds,2021-01-17 16:29:56
509,Malindi,KE,-3.2175,40.1191,78.53,83,45,11.88,scattered clouds,2021-01-17 16:29:56
510,Willowmore,ZA,-33.2926,23.4895,80.4,29,0,6.2,clear sky,2021-01-17 16:29:57
511,Ariquemes,BR,-9.9133,-63.0408,82.85,87,83,2.26,broken clouds,2021-01-17 16:29:57
512,Tokur,RU,53.1333,132.9,-23.93,88,100,3.04,overcast clouds,2021-01-17 16:29:57
513,Cacule,BR,-14.5033,-42.2222,85.68,44,27,9.35,scattered clouds,2021-01-17 16:29:57
514,Rio Claro,BR,-22.4114,-47.5614,84.2,61,75,6.91,broken clouds,2021-01-17 16:28:47
515,Yatou,CN,37.15,122.3833,28.56,82,36,10.27,scattered clouds,2021-01-17 16:29:57
516,Victor Harbor,AU,-35.5667,138.6167,57.99,85,11,1.01,few clouds,2021-01-17 16:29:57
517,Praya,CV,14.9215,-23.5087,78.8,53,1,18.41,clear sky,2021-01-17 16:29:57
518,Leshukonskoye,RU,64.8989,45.7622,-0.42,93,100,2.48,overcast clouds,2021-01-17 16:29:57
519,Tangshan,CN,39.6333,118.1833,22.39,67,13,6.46,few clouds,2021-01-17 16:29:57
520,Codrington,AU,-38.2667,141.9667,57.94,83,100,8.61,overcast clouds,2021-01-17 16:29:58
521,Urrao,CO,6.3152,-76.1342,66.99,64,52,1.99,broken clouds,2021-01-17 16:29:58
522,Chicama,PE,-7.8447,-79.1469,68.0,83,0,10.36,clear sky,2021-01-17 16:29:58
523,Port Hedland,AU,-20.3167,118.5667,86.0,70,40,5.75,scattered clouds,2021-01-17 16:29:58
